Artist,Title,Lyrics
Lucy Dacus,The Shell," I'm a ghost walking in a boring dream You are there talking and I'm not listening I am busy doing nothing and you're rudely interrupting  It's a myth and now I see it clearly You don't have to be sad to make something worth hearing Now I'm common and content, one more burden off my back   You don't wanna be a creator Doesn't mean you've got nothing to say Put down the pen, don't let it force your hand   I'm a ghost walking on an empty street No name anymore, no need to call for me I'm a long-lost hometown hero Latent legendary past lives within me  If I had the offer to do it again Make me invincible, invisible, or brain dead If the body and the life were two things that we could divide I'd deliver up my shell to be filled with somebody else   You don't wanna be a creator Doesn't mean you've got nothing to say Put down the pen, don't let it force your hand  You don't wanna be a leader Doesn't mean you don't know the way Hold your own hand, walk on without a plan"
Lucy Dacus,Dream State...," We woke up to the thunder We huddled under covers We didn't say anything If you hadn't come over I would be so much colder I would be much less confused   And then the water came And washed it all away It left me with nothing to say Could not believe my eyes I could not recognize Your face in the rubble   Without you, I am surely the last of our kind Without you, I am surely the last of my kind   We had a lot to measure We had more past than pleasure And time grows deep like weeds You catch me when I'm falling Sometimes, I wish you wouldn't I can't tell if I'm learning   And then the water came And washed it all away It left me with nothing to say Could not believe my eyes I could not recognize Your face in the rubble   Without you I am surely the last of our kind Without you I am surely the last of my kind Without you I am surely the last of our kind Without you I am surely the last of my kind Without you I am surely the last of our kind Without you I am surely the last of my kind"
Lucy Dacus,Body to Flame," Longing for your short hair to grow back to the way you like Thank you for the gesture I regret ever implying that you could be better Didn't mean to empty your perfect body And fill it with my passing whim   Easily won, weary of losing Gullible girl, weak and alluring Will we break our rules, get drunk in the dark Laughing aloud at the spinning stars?   Believe me, I'm speaking plainly and painfully Trying to stay elegant, eloquent and delicate to you I see you holding your breath with your arms outstretched Waiting for someone to come rip open your chest You take me aside To solemnly confide When it comes the time You plan to give your body to the flame"
Lucy Dacus,Map on a Wall,"Oh please, don't make fun of me Of my crooked smile and my crowded teeth Of my pigeon feet, of my knobby knees Well, I got more problems than not  But I feel fine and I made up my mind To live happily, feeling beautiful beneath the trees Above a ground that's solid at the core Oh please, don't make fun of me Oh you know I get frightened so easily When I'm all alone and the floorboards creak It's those noises in the dark  But I am alive and I made up my mind To live fearlessly, running wild beneath the trees Above a ground that's solid at the core  Send my regards to the north my friends I am built for the heat, I regret to admit My fear of freezing keeps me on my feet And so far my whole life's one long lucky streak They say you should take the credit when it comes But I believe in haunted wood  Oh please, don't make fun of me Oh I'll try my best to tell it like it is But I'll bite my tongue and I'll close my lips When nobody wants to hear it  But here we are and something about it doesn't feel like an accident We're all looking for something to adore And how to survive the bending and breaking  I've walked on two legs since I was a child But when did I realize that some ways out Past the horizon for thousands of miles There are people like me, walking on legs like mine?  Coming closer and farther away Coming to me and from my embrace Hoping good comes from good And good comes from bad anyway  Oh please, don't make fun of me With my heart of gold and my restless soul Oh please, don't make fun of me This smile happens genuinely  If you want to see the world, you have to say goodbye 'Cause a map does no good hanging on a wall If you want to see the world, you have to say goodbye 'Cause a map does no good hanging on a wall"
Lucy Dacus,"Green Eyes, Red Face"," Slow dancing At low tide, low tide Drawn to move By the moon, by the moon   And I see the seat next to yours is unoccupied And I was wondering if you'd let me come and sit by your side I've got plenty of affection I'd be glad to show you some time   Slow motion In double time, double time You are all I can't deny   And I see the seat next to yours is unoccupied And I was wondering if you'd let me come and sit by your side I've got plenty of affection I'd be glad to show you some time   What am I supposed to do With you in the room? What am I supposed to say With your green eyes on my red face? With your green eyes on my red face"
Lucy Dacus,Trust,I set a fire on the stove And fed it every word I wrote I watched my journals turn to smoke Now all there is is what I spoke  I decided long ago To make the most of what I know And worry not of what I don't Perfect the art of letting go  'Cause if I trust in something else Then I don't need to trust myself I've learned a lot since I began But I think I was wiser then  I've done too much and not enough In trying to put you above I cannot tell if I'm in love Or whose regard I'm thinking of  If beauty is the only way To make the nightmares go away I'll plant a garden in your brain And let the roots absorb the pain  I set a fire to my soul I hope it ate til it was full I set a fire to my soul It burned me and it made me whole
Lucy Dacus,Forever Half Mast," I'm taking back roads All the way back home Everything Ive known Just a little overgrown I didn't choose this town I can't undo it now I try to love the beast No matter what it thinks of me  Youre worried that you'll go to hell For all the lives that you can't save For all the money that you waste For all the good you throw away   Yes, you're evil but you're not that bad You put out your palm more than the back of your hand They were wrong when they said forget the past Let your flag fly at forever half mast Let your flag fly at forever half mast   We're in a state of disarray United by our darkest days Aching from the growing pains They always say it's just a phase America, the tried and true Red and white and black and blue Tell me, who did this to you? If it was me, I hardly knew   Yes, you're evil but youre not that bad You put out your palm more than the back of your hand They were wrong when they said forget the past Let your flag fly at forever half mast Let your flag fly at forever half mast   All for one and one for all Nobody escaped the fall Wait for something magical Mistake turned into miracle"
Lucy Dacus,Long Walk Home (Cover),"Last night I stood at your doorstep Trying to figure out what went wrong You slipped something into my palm and you were gone  I could smell the deep green of summer 'Bove me the same night sky was glowin' In the distance I could see the town where I was born  It's gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home A long walk home  In town I pass Sal's grocery Barbershop on old South Street I looked in their faces They're all rank strangers to me Well Veteran's Hall high upon the hill Stood silent and alone The diner was shuttered and boarded With a sign that just said gone  It's gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home It's gonna be a long walk home   Everybody has a neighbor Yeah everybody has a friend Yeah everybody has a reason to begin again  My father said Son, we're lucky in this town It's a beautiful place to be born It just wraps its arms around you Nobody crowds you and nobody goes it alone  Your flag flyin' over the courthouse Means certain things are set in stone Who we are what we'll do and what we won't  It's gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home It's gonna be a long walk home It's gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home Hey pretty darling, don't wait up for me Gonna be a long walk home Gonna be a long walk home It's gonna be a long walk home"
John Mayer,New Light," Ah, ah, ah Ah...   I'm the boy in your other phone Lighting up inside your drawer at home, all alone Pushing 40 in the friend zone We talk and then you walk away, every day Oh, you don't think twice 'bout me And maybe you're right to doubt me, but   But if you give me just one night You're gonna see me in a new light Yeah, if you give me just one night To meet you underneath the moonlight Oh, I want a take two, I want to break through I wanna know the real thing about you So I can see you in a new light   Take a ride up to Malibu I just wanna sit and look at you, look at you What would it matter if your friends knew? Who cares what other people say, anyway Oh, we can go far from here And make a new world together, babe   'Cause if you give me just one night You're gonna see me in a new light Yeah, if you give me just one night To meet you underneath the moonlight Oh, I want a take two, I want to break through I wanna know the real thing about you So I can see you in a new light   Ay, ay Ay, ay Ay, ay Ay, ay Ay, ay Ah, ah, ah, ah, ah...   Yeah, if you give me just one night You're gonna see me in a new light Yeah, if you give me just one night To meet you underneath the moonlight   What do I do with all this, what do I do with all this Love that's runnin' through my veins for you? What do I do with all this, what do I do with all this Love that's runnin' through my veins for you? What do I do with all this, what do I do with all this Love that's runnin' through my veins for you? What do I do with all this, what do I do with all this Ooh, yeah"
John Mayer,Gravity," Gravity is working against me And gravity wants to bring me down   Oh, I'll never know What makes this man, with all the love that his heart can stand Dream of ways to throw it all away   Woah, woah Gravity is working against me And gravity wants to bring me down   Oh, twice as much ain't twice as good And can't sustain like one half could It's wanting more that's gonna send me to my knees     Oh, twice as much ain't twice as good And can't sustain like one half could It's wanting more that's gonna send me to my knees   Woah, woah Gravity, stay the hell away from me Woah, woah Gravity has taken better men than me Now, how can that be?   Just keep me where the light is Just keep me where the light is Just keep me where the light is Come on, keep me where the light is Come on, keep me where the light is Come on, keep me where, now, keep me where the light is"
John Mayer,Free Fallin," She's a good girl, loves her mama Loves Jesus and America too She's a good girl, crazy about Elvis Loves horses and her boyfriend too Yeah, yeah It's a long day living in Reseda There's a freeway running through the yard I'm a bad boy 'cause I don't even miss her I'm a bad boy for breaking her heart   And I'm free Free fallin', fallin' And I'm free Free fallin', fallin'   All the vampires walking through the valley They move west down Ventura Boulevard And all the bad boys are standing in the shadows And the good girls are home with broken hearts   And I'm free Free fallin', fallin' Now I'm free Free fallin', fallin'   Free fallin', now I'm Free fallin', now I'm Free fallin', now I'm Free fallin', now I'm Free fallin', now I'm Free fallin', now I'm Free fallin', now I'm Free fallin'   I want to glide down over Mulholland I want to write her, her name in the sky I want to free fall out into nothing Oh, I'm gonna leave this, this world for a while   Now I'm free Free fallin', fallin' Now I'm free Free fallin', fallin' Now I'm free Free fallin', fallin' Now I'm free Free fallin', fallin'   Free fallin', fallin' Free fallin', fallin' Free fallin', fallin' Yeah, yeah"
John Mayer,In the Blood," How much of my mother has my mother left in me? How much of my love will be insane to some degree? And what about this feeling that I'm never good enough? Will it wash out in the water, or is it always in the blood?   How much of my father am I destined to become? Will I dim the lights inside me just to satisfy someone? Will I let this woman kill me, or do away with jealous love? Will it wash out in the water, or is it always in the blood?   I can feel the love I want I can feel the love I need But it's never gonna come the way I am Could I change it if I wanted? Can I rise above the flood? Will it wash out in the water Or is it always in the blood?   How much like my brothers do my brothers wanna be? Does a broken home become another broken family? Or will we be there for each other like nobody ever could? Will it wash out in the water, or is it always in the blood?   I can feel the love I want I can feel the love I need But it's never gonna come the way I am Could I change it if I wanted? Can I rise above the flood? Will it wash out in the water Or is it always in the blood?   I can feel the love I want I can feel the love I need But it's never gonna come the way I am Could I change it if I wanted? Can I rise above the flood? Will it wash out in the water Or is it always in the blood?"
John Mayer,Youre Gonna Live Forever in Me,"   A great big bang and dinosaurs Fiery raining meteors It all ends unfortunately   But you're gonna live forever in me I guarantee, just wait and see   Parts of me were made by you And planets keep their distance too The moon's got a grip on the sea   And you're gonna live forever in me I guarantee, it's your destiny   Life is full of sweet mistakes And love's an honest one to make Time leaves no fruit on the tree   But you're gonna live forever in me I guarantee, it's just meant to be     And when the pastor asks the pews For reasons he can't marry you I'll keep my word and my seat   But you're gonna live forever in me I guarantee, just wait and see  "
