Artist,Title,Lyrics
Eminem,Never Enough,eminem there's not much you could do or say to phase me people think i'm a little bit crazy i get it from all angles even occasionally doc drezie will have to step in every once in a while to save me to make me stop and think about it 'fore i just say things sometimes i forget what other people just may think a lot of rappers probably wouldn't know how to take me if they heard some shit i'd lay the tape 'fore they erased me i may be a little too fastpaced and racy sometimes the average listener rewinds and plays me twenty times 'cause i say so many rhymes it may seem like i'm goin' too fast 'cause my mind is racing and i could give a fuck what category you place me long as when i'm pushing up daisies and gone as long as you place me amongst one of them greats when i hit the heavenly gates i'll be cool beside jayz for every single diehard fan who embraced me i'm thankful for the talent in which god gave me and i'm thankful for the environment that he placed me believe it or not i thank my mom for how she raised me in the neighborhood daily that jumped and chased me it only made me what i am today see regardless of what anybody believes who hates me you ain't gonna make or break me tryna strip me of my credibility and make me look fake g you're only gonna be in for a rude awakening 'cause sooner or later you haters are all gonna face me and when you face me with all the shit you've been saving to say to me you had all this time to think about it now don't pussy out and try to about face me 'cause i've been patiently waiting for the day that we finally meet in the same place to see  hook nate dogg no matter how many battles i been in and won no matter how many magazines on my nuts no matter how many emcees i eat up oh it's never enough no matter how many battles i been in and won no matter how many magazines on my nuts no matter how many emcees i eat up oh oh it's never enough   50 cent my flow's untouchable now you gotta face it uh oh it gets worse when i go back to the basics you gon' say the wrong shit and get your whole face split the smell of victory love it so much i can taste it i spot my target blaze it direct hit graze it your peace talk save it your shit sounds dated you're overrated i'm obligated to study your moves then crush you motherfuckers if i'm the best and the worst then god's gift is a curse soldier trained to destroy  you payin' attention boy i spit shit slick shit so quick you miss it to be specific i go ballistic as hieroglyphic my music is a drug press play you ain't gotta sniff it shoot it or pop it roll it bag it or chop it it'll get you high over and over but you gotta cop it when it's hot it's hot your hatin' is undeniable stop it  hook nate dogg no matter how many battles i been in and won no matter how many magazines on my nuts no matter how many emcees i eat up oh it's never enough no matter how many battles i been in and won no matter how many magazines on my nuts no matter how many emcees i eat up oh oh it's never enough
Eminem,Can I Bitch,i i wanna grow up too uncle marshall will you tell us a bedtime story here we go   now once upon a time not long ago there was a little rapper about to blow but his album came and it was not good i think it went lead or double copperwood so these silly little fans they were misled by a nerdy internet computer hiphop head me and you clef we're gonna make some cash grab this silver paint and just paint my ass hey mister would you care to bear witness to the asswhippin' i'm about to administer to this asskissin' little vaginal blister stanibus little marshall mathers' sister and in this corner we have the mr nothavin'it it's the mad sinister dr evil with his bag of tricks for this little antagonistic faggot dicksucking exll cool j fan from windsor i'm 'bout to murder little kennyfagkaniffsta you bastard i ain't wanna have to diss ya canibus where the fuck you at i miss ya  hook canibitch oh canibitch wherefore art thou canibitch please tell me what happened with that style that you were rappin' with canibitch oh canibitch are you from los angeles new york or just a janitor from canada oh canibitch   now at first i ain't really understand this shit picture me for a second and imagine it chillin' in the bat mansion relaxin' when all of a sudden some bullshit comes across the scanners it's canibitch on some 'stan lives' shit it creeped me out at first man this is sick but me bein' just as sick this conflict gets my dick harder than arithmetic and i know how you jealous ones envy i shoulda knew better from the first few letters you sent me the first two letters you were tellin' me shit like you respect me like any other regular mc the third letter you asked how come i ain't return none of the messages at shady records you left me the fourth letter slim you're really startin' to upset me the fifth letter told me you were comin' to get me the sixth letter there's a bomb threat on our building this crazy motherfucker's really tryna kill me so i went back and read the first few letters that said some shit about a message you left oh shit that's not a e that's an a this dude wants to leave me a 'massage' he's gay right away i'm on the phone with dr dre we got a bogey marshall i'm on the way  hook canibitch oh canibitch wherefore art thou canibitch please tell me what happened with that style that you were rappin' with canibitch oh canibitch are you from los angeles new york or just a janitor from canada oh canibitch   so in two seconds flat dre's at my crib only thing is we both know where this kid lives and neither one of us have canadian citizenship shit oh dre wait a minute that's it all we gotta do is use a bit of turboboost we can fly over the border let's go whoosh so we're off to toronto and we're gainin' speed what was that oh jermaine dupri fuck it keep goin' no time to waste wait back up hit him one more time in case okay fuck now he's draggin' under the car oh well only thirty more thousand miles meanwhile me and dre are tryna conversate just tryna find a reason for the constant hate and tryna figure out what happened to 'germaine propane' he couldn't have fell off that hard ain't no way what happened to the way you was rappin' when you was scandalous that canibus turned into a television evangelist plus he raps with his regular voice four impacts what was that pet shop boys so we pull up to the  where he last was spotted his corpse was still movin' but his ass was rotted and he kinda smelled a little like courtney love i figured if i stick him with a fork he's done so i stabbed him twice kept jabbin'christ he won't die this guy's like a battered wife he's like kim he keeps comin' back for more but he won't fight back i cracked his jaw hold up 'bis quit foldin' up punch me in the chest make my shoulders touch do something at least one punchline come on 'til the meter reads nine nine nine ty nine percent of my fans are blond 'bis come on answer me man respond tell me 'bout the sun rain moon and stars intergalactical metaphors from mars raw to the floor raw like reservoir dogs bite another line from redman's song suddenly the stub of a dead man's arm from a midget reaches out from under the car it's jd this motherfucker won't die neither dre starts sprayin' him with cans of ether we swamped the bitch in it stomped the bitch again compton detroit bitch talk some shit again stomp him switch feet stomp him switch again dre all right he's dead dog quit kickin' him i think stanibus jumped off the  again ahh damn he disappeared yo he's gone he did it again  hook canibitch oh canibitch wherefore art thou canibitch please tell me what happened with that style that you were rappin' with canibitch oh canibitch are you from los angeles new york or just a janitor from canada oh canibitch
Eminem,The Sauce,it's all bad now man it's all bad but y'all done fucked up now yeah haha new shit ayo i just want the whole world to know that i did not start this but i will finish it  verse comin' up it never mattered what color you was if you could spit then you could spit that's it that's what it was back when motherfuckers was straight backpackin' cipherin' fightin' for life in this rap for the mic to get passed and you psyched and you gassed then you hype cause you last and you might whoop some ass if you lost then you lost shake hands like a man and you swallowed it when the unsigned hype column in the source was like our only source of light when the mics used to mean somethin' a four was like you were the shit now it's like the least you get three and a half now just means you're a piece of shit four and a half or five means you're biggie jigga nas or benzinoshit i don't even think you realize you're playin' with motherfuckers' lives i done watched dre get fucked on the chronic probably cause i was on it now you fucked me out of my mics twice i let it slide i said i wouldn't hold my fuckin' breath to get a five shit i was right i'da fuckin' died already tryin' i swear to god i never lie i bet that's why you let that bitch give me that bullshit review i sat and took it i ain't look at the shit we knew you'd probably try and fuck us with obie and 50 too spit fuck a relationship we through no more source to street cred them days is dead ray's got ak's to dave mays's head every issue there's an eightpage made men spread will somebody please tell whoever braids his head that i am not afraid of this fuckin' waste of lead on my pencil for me to write some shit this simple so listen closely as i break it down and proceed this old g's about to get smoked like rolled weed you don't know me or my motherfuckin' mother you motherfuckin' punk put me on your fuckin' cover just to sell your little sellout mag i ain't mad i feel bad here's an ad here's a poster of rayray and his dad you wanna talk about some shit that you don't know about yeah let's talk about how you're puttin' your own son out there to try to eat off him because you missed your boat you're never gonna blow bitch you're just too old no wonder you're sore now lordy you're bored now i'm pushin' 0 you're kickin' 40's door down bitch this is war now and you'll never beat me all you do is cheat me out of quotables but you know that you'll always see me on your tv cause you've got to stay up 'til three in the morning to see your video played once on bet so hee hee hee who has the last laugh aftermath yeah so on behalf of our whole staff kiss our asshole cracks we'll never fold or hold back just know that benzino's wack no matter how many times i say his name he'll never blow jack you're better off tryin' to bring rso back look at your track record that's how far it goes back it's extortion and ray owns a portion so half of the staff up there is fresh out of jail from boston bullyin' and bossin' dave like a slave they completely brainwashed him and forced him to stay locked in his own office afraid of the softest fakest wannabe gangsta in new york and it's pitiful cause i would have never said shit if you'd have kept your mouth shut bitch now what hit it clue spit it slay new shit exclusive yo lantern yo whoo kid you know what to do with this use it i'm through this is stupid i can't believe i stooped to this bullshit to do this and who you callin' a bitch bitch you owe me
Eminem,313,hook eyekyu  eminem now what you know about a sweet mc from the  none of these skills you 'bout to see come free so you wanna be a sweet mc you gotta become me if you ever wanna be one see man what you know about a sweet mc in the  none of these skills you 'bout to see come free so you wanna be a sweet mc you better become me if you ever wanna be one see   eyekyu yo some people say i'm whack now if that's right i'm the freshest whack mc that you ever heard in your lifetime my slick acapella sounds clever with the beats boy i'm the deepest thing since potholes to ever hit the streets forget a gold digger's succubus my soul's thick with ruggedness with the mic i'm like a dyke can't no nigga fuck with this i got more different strokes than philip drummound on open mic i bone your woman just to keep my lyrics comin' bitch we elevated to new heights premeditated let it be that i stated they hate it now that they see that i made it the escalated can be put to the test of greatness snatch the heart from mc's and i ate it so i take it that's the reason i'm hated to represent's my temperament if rap was a dick all you so called hard mcs would not be impotent but pimpin' it and actin' like you could rock a show harder than ll's rock the bells and you's a ho everything that you collaborate i lacerate my rhymes they keep comin' like nymphomaniacs that masturbate at a faster rate yeah i got somethin' for your ass to hate i blast your hate and have you all runnin' past the gates and as for face clutchin' and touchin' the flows i got them open like marijuana smoke up in your nose buckin' these hoes i got that shit down to a science leavin' them hot and bothered turned on like an appliance defiance no we won't have that you want your shit to blow up well i'ma stuff some dynamite in your ass crack and blast that shit to kingdom come then bring them some of this real hiphop i drop beats and you ain't singin' or gonna do a thing but run and you all knew from meeko that you couldn't hold your own with the strength of lou ferrigno so stop that bullshit flow yo you need to come with the real skills and act like you know  hook eminem  eyekyu now what you know about a sweet mc from the  none of these skills you 'bout to see come free so you wanna be a sweet mc you gotta become me if you ever wanna be one see now what you know about a sweet mc from the  none of these skills you 'bout to see come free so you wanna be a sweet mc you gotta become me if you ever wanna be one see   eminem so what you know about a sweet mc in the  you don't know shit so when you see one flee you can be rund you'll never be the mc i stopped the alphabet at s and got it down to a t i'm sure you're bound to agree a sweet mc crash the spot i'll make the roof hot like i was rock master scott your ass forgot so just in case you don't remember me i'll run your brain round the block to jog your fuckin' memory it's either them or me man kill or be killed your will'll be sealed your casket closed you still'll be billed my facilities filled with fans packed to capacity i'll send a rapper back with the crack of his ass shitty if he's actin' soft and he cowers he better come cleaner than jeru jackin' off when he showers you flowers got no clout with a thing you could date a stick of dynamite and wouldn't go out with a bang i shout with a slang simple as abcs skip over the ds and rock the microphone with ease dethrone mcs and i'ma max alone relax your dome like a  from a saxophone so facts are known biters get treated with shots i rock a beat harder than you could beat it with rocks i'm greeted with flocks of fellow followers' singers you couldn't make the fans throw up their hands if they swallowed their fingers but you can bring yours let's see what you got but don't front and never try to be what you're not 'cause you can be quick jump the candlestick burn your back and fuck jill on a hill but you still ain't jack  hook eyekyu  eminem now what you know about a sweet mc from the  none of these skills you 'bout to see come free so you wanna be a sweet mc you gotta become me if you ever wanna be one see man what you know about a sweet mc in the  none of these skills you just seen come free so you wanna be a sweet mc you better become me if you ever wanna be one see
Eminem,8 Mile The Lunch Truck Battle,vanessa mizkorona man im gettin' so sick and tired of fuckin' with this steel they only give us 0 minutes to eat lunch and chill my body achin' just to get a buck im sick of eatin' this shit off this fuckin' lunch truck nastyass food im in a nastyass mood i shouldve called in sick shit i had somethin' to do  mike xzibit i cant believe that im hearing all this ravin' and rantin' from vanessa up in here at the new detroit stampin' you need to get your food and take your ass back to work you're dreamin' if you think them cornyass raps will work look at yall standin' out here freezin' like dumb fucks rappin' away for food off this ragedy lunch truck who want what who pumped up to get rolled up i spit venom in every direction soak some up look at this fatass nigga sloppy sucker you're a ugly motherfucker your pop shouldve wore a rubber stop rhymin' keep your day job vanessa next time leave that bullshit home on the dresser speaking of dresses take a look at paul the fruitcake when you travel you probably pack panties in your suitcase made out of lace from victorias secret if ten men came in a cup youd probably drink it  jimmy eminem okay folks enough with the gay jokes especially from a gay broke bitch yourself hey lo' this guy's a doodoo you've worked here longer than me and i get paid more than you do dawg take a seat whats this guy standing in line for he aint got money to eat check this out yo yo this guy cashed his whole check and bought one hoho fuckin' homo little maggot you cant hack it pauls gay you're a faggot at least he admits it dont even risk it this guy's starvin' to death someone get him a biscuit i dont know what they told you mike you must had them cornrows rolled too tight this job you wanna quit but you cant youve worked at this plant so long you're a plant look at your goddamn boots for christ sakes theyre starting to grow roots on this mic you get faded you look like a pissedoff rapper who never made it and why you fuckin' with the gay guy g when really you're the one who's got the hiv man im done with this clown he's soft fuck it ill let homegirl finish you off  vanessa mizkorona a guy like you would never get a real woman you jackass go jack off that's the only way you cumin'
Eminem,My 1st Single,oh yeah so much for first single on this one   shady's the label aftermath is the stable that the horses come out oferra of course we're about to stir up some shit thick as mrs buttersworth's syrup it's the mr pickedonchristopherreevesjustfornoreason other than tojust to tease him 'cause he was his biggest burp fan he used to be superman now i'm pourin' liquor on the curb in his name for him eminem you wait 'til we meet up again fucker i'm kickin' your ass for everything you've ever said it goes one for the money two for the fuckin' show ready get set let's go here comes the buckin' bronco stompin' and stampedin' up the damn street like them buffalo soldiers i told ya i'm 'bout to blow so look out below geronimo motherfuckers it's dominoes i'm on a roll around and around i go when will i stop i don't know tryin' to pick up where the eminem show left off but i know anything's possible though i'm not gonna top what i sold i'm at the top of my game that shit is not gonna change long as i got dr dre on my team i'll get away with murder i'm like oj he's like my cochran today we keep the mark fuhrman tapes in a safe locked 'em away slam better watch what you say just when you thought you were safe them fuckers got you on tape you swear to god you was playin' whether or not you was little joshua gosh i wish i could've told you to not do the same 'cause one day it could cost you your name   and this was supposed to be my first single burp but i just fucked that up so fuck it let's all have fun let's mingle burp slap a bitch and smack a ho this was supposed to be my catchy little jingle fart that you hear on your radio but shit's about to hit the shingle fart oh ohohoh ohohno erra oh ah erra oh ah erra oh ah erra ohohahah oh ah erra oh ah erra oh ah erra poopookaka   erierierick swallowed some generic sleeping pills and woke up in bed next to his best friend derrick barenaked jigajigjijijanean just turned 6 and used a fake id to sneak in vip to see r kelly heeheeheeheeheehee to be so young and nave oh what i wouldn't give to live so kim and carefree paris and nicky's parents must be so tickled they cherish every picture with their kids with hickeys all over their necks hickorydickory dirk diggler look at me work wizardry with these words  am i a jerk or just jerk chicken or chigachiggachigchigjerchigjer jerkin' your chain twentytwo jerks in a jerk circle or is it a circle jerk wait a minute what am i sayin' allow me to run it back and rewind it blblblblblblblb  wait let me ask you again am i just jerkin' your chain am i berserk or insane or am i just one of them damn amateurs workin' the dang cameras filmin' one of them paris hilton homemade pornos who keeps tiltin' the lens at an angle jiggajijust recently somebody just discovered britney and justin videotapes of 'em fuckin' when they was just mouseketeers in the mickey mouse club and dusted 'em and went straight to the source with 'em 'cause they could've sworn someone said ni and then tried to erase and record over it but if you listen close enough to it you can hear the gahu and then they come to find out it was justin sayin' i'm gonnuh cum   and this was supposed to be my first single burp but i just fucked that up so fuck it let's all have fun let's mingle burp slap a bitch and smack a ho this was supposed to be my catchy little jingle fart that you hear on your radio but shit's about to hit the shingle fart oh ohohoh ohohno erra oh ah erra oh ah erra oh ah erra ohohahah oh ah erra oh ah erra oh ah erra poopookaka   any opinions or somethin' you just wanna get off your chest and address it about my lyrics i'd love to hear it all you gotta do is pick up the phone and just dial up this number it's 800i'madicksuckeri'dlovetosuckadick and if someone picks up you can talk all the shit you want about me just type in your number back and follow it by the pound key and i'll be sure to get back as soon as there comes a day that i fall out with dre wake up gay and make up with ray hey so fuck a chicken lick a chicken suck a chicken beat a chicken eat a chicken like it's a big cock bigabigcock or suck a dick and lick a dick and eat a dick and stick a dick in your mouth i'm done you can fuck off fuckafuckoff   and this was supposed to be my first single burp but i just fucked that up so fuck it let's all have fun let's mingle burp slap a bitch and smack a ho this was supposed to be my catchy little jingle fart that you hear on your radio but shit's about to hit the shingle fart oh ohohoh ohohno erra oh ah erra oh ah erra oh ah erra ohohahah oh ah erra oh ah erra oh ah erra poopookaka burp
Eminem,97 Bonnie  Clyde,just the two of us just the two of us baby your dada loves you and i'ma always be here for you just the two of us just the two of us no matter what happens you're all i got in this world just the two of us just the two of us i would never give you up for nothin' just the two of us just the two of us nobody in this world is ever gonna keep you from me i love you   c'mon haihai we goin' to the beach grab a couple of toys and let dada strap you in the car seat oh where's mama she's takin' a little nap in the trunk oh that smell dada must've runned over a skunk now i know what you're thinkin' it's kind of late to go swimmin' but you know your mama she's one of those type of women that do crazy things and if she don't get her way she'll throw a fit don't play with dada's toy knife honey let go of it no and don't look so upset why you actin' bashful don't you wanna help dada build a sandcastle yeah and mama said she wants to show you how far she can float and don't worry about that little booboo on her throat it's just a little scratch it don't hurt her was eatin' dinner while you were sweepin' and spilled ketchup on her shirt mama's messy ain't she we'll let her wash off in the water and me and you can play by ourselves can't we   just the two of us just the two of us and when we ride just the two of us just the two of us just you and i just the two of us just the two of us and when we ride just the two of us just the two of us just you and i see honey   there's a place called heaven and a place called hell a place called prison and a place called jail and dada's probably on his way to all of 'em except one 'cause mama's got a new husband and a stepson and you don't want a brother do ya nah maybe when you're old enough to understand a little better i'll explain it to ya but for now we'll just say mama was real real bad was bein' mean to dad and made him real real mad but i still feel sad that i put her on time out sit back in your chair honey quit tryna climb out i told you it's okay haihai want a baba take a nightnight nanaboo googoogaga her make poopoo caca dada change your didee clean the baby up so her can take a nightynighty your dad'll wake her up as soon as we get to the water '97 bonnie and clyde me and my daughter   just the two of us just the two of us and when we ride just the two of us just the two of us just you and i just the two of us just the two of us and when we ride just the two of us just the two of us just you and i   wake up sweepyhead we're here before we pway we're gonna take mama for a wittle walk along the pier baby don't cry honey don't get the wrong idea mama's too sweepy to hear you scweamin' in her ear mama that's why you can't get her to wake but don't worry dada made a nice bed for mommy at the bottom of the lake here you wanna help dada tie a rope around this rock yeah we'll tie it to her footsie then we'll roll her off the dock ready now here we go on the count of free one two free whee there goes mama spashin' in the water no more fightin' with dad no more restraining order no more stepdada no more new brother blow her kisses byebye tell mama you love her mommy now we'll go play in the sand build a castle and junk but first just help dad with two more things out the trunk   just the two of us just the two of us and when we ride just the two of us just the two of us just you and i just the two of us just the two of us and when we ride just the two of us just the two of us just you and i   just the two of us just the two of us just me and you baby is all we need in this world just the two of us just the two of us just me and you your dada will always be here for you your dada's always gonna love you remember that if you ever need me i'ma always be here for you you ever need anything just ask dada will be right there your dada loves you i love you baby
Eminem,"Low Down, Dirty",hook i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from   warning this shit's gon' be rated r restricted you see this bullet hole in my neck it's selfinflicted doctor slapped my momma bitch you got a sick kid arrested molested myself and got convicted wearing visors sunglasses and disguises 'cause my split personality is having an identity crisis i'm dr hyde and mr jekyll disrespectful hearing voices in my head while these whispers echo murdermurder redrum brain size of a bread crumb which drug will i end up dead from inebriated 'til my stress is alleviated how in the fuck can eminem and shady be related illiterate illegitimate shit spitter bitch getter hid in the bush like margot kidder jumped out rrrah killed the bitch and did her used to let the babysitter suck my dick when i was littler smoke a blunt while i'm titty fucking bette midler sniper waiting on your roof like the fiddler y'all thought i was gonna rhyme with riddler didn't ya bring your bitch i wanna see if this dick gon' fit in her  hook i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from   i lace tunes that's out this world like space moons with a bunch crazed loons dismissin' brains like graze wounds nothing but idiots and misfits dipshits doing whippets passed out like sampler snippets where's the weed i wanna tamper with it i'ma let your grandpa hit it lace it up with cocaine so he can't forget it fuck it maybe i'm a bum but i was put on this earth to make your baby mama cum so what i'm on is way beyond the rum or any alcoholic beverage losing all of my leverage went up inside the first national bank broke and left rich walking biohazard causing wreckage smoked out like eckrich dandruff's making my neck itch what the fuck give me the check bitch you just lost your tip there's a pubic hair in my breakfast got shit popping off like bottle cap tips get your cap peeled like the dead skin of your mama's chapped lips slap dips support domestic violence beat your bitch's ass while your kids stare in silence i'm just joking is dirty dozen really dust smoking if all your shit's missing then probably one of us broke in  hook i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from   my head's ringing like it was spider sense tingling blitzin' like green bay did when they shitted on new england i'm out the game put the second string in this brandy got me swinging bobbing back and forth like a penguin allah allah delinquent choking microphones with broken english make your mama be like whoo this is good who sings this slim shady his tape is dope i dug it it's rugged but he needs to quit talking all that drug shit it was predicted by a medic i'd grow to be an addicted diabetic living on liquid triaminic pathetic but i don't think this headache's ever vanishing panicking i think i might have just took too much anacin frozen mannequin posin' stiffer than a statue i think i'm dying god is that you somebody help me before i od on an lp take me to er asap for an iv motherfuck jlb they don't support no hip hop they say that's where it lives the closest they gon' come is pac it's politics it's all a fix set up for these white bluecollared hicks it's to make a dollar off of black music with a subliminal ball of tricks for those who kiss ass and swallow dicks  hook i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from i'm low down and dirty but not ashamed low down dirty even i'm low down and i'm shifty and if you hear a man that sounds like me smack him and ask him where the fuck did he get his damn raps from  produced by da brigade
Eminem,8 Mile 313 Cypher (Chin Tiki Girls),parking lot rapper  obie trice i use my voice to spit the fiery frame try and refrain dying in vain soon as i reply  i be the nigga in the shelter who be eyeing your chain  parking lot rapper  njeri earth  area bound to bury ya with vengeance my rhymes sentences'll put an end to your existence with the rigorousness niggas i'm serious delirious cause a curiouspause the fury calls from my jaws from devouring y'all raw  future mekhi phifer you forced to listen to the individual the metaphysical the mac mitten rhyme ritual heterosexual syllables they sound complex to you lines perplexing you with words that could put a hex on you snap that neck on you murder you boil you we keep a white boy or two let my man grab the mic you see how bunny rabbit do  brabbit eminem your style is generic mine's authentic made i roll like a renegade you need clinic aid my technique's bizarre and ill i scar and kill you were a star until i served you like a bar and grill as i proceed to cook and grill ya thats all it took to kill ya you better recognize me like i look familiar you wanna battle you beat around the bush like you're scared to lick pussy so you eat around the tush i need a clown to push someone that i can bully wait a minute i dont think you understand fully see me without a style's like mustard without the heinz i lead the new school you're a busta without the rhymes i crush the shit out your line  sol george omar benson miller now i'm the rashiki smoking the lick licky ten freaky girls inside the chin tiki girl when you see me you better believe me this ain't a game and pimping ain't easy anything goes when it comes to hoes i'm the kingpin when it comes to flows you better ask someone if you don't know when you see me girl say what up doe ten freaky girls ten ten ten freaky girls
Eminem,2.0 Boys,royce da 5'9 ryan's a homicidal misfit i write the solution of biophysics on the side of a cliff in some hieroglyphics this my admission to having violent psychotic wit devour polish it politics by the way i'm higher than the eiffel tower tip i like writing but i will stick this pencil in your ass before i write your shit pause inhaling hella kush us and yelawolf like a heavy foot gas pedal push felons crooks going doortodoor like we selling books dolly parton style melons mushed now my bitch a dancer i'm about as sick as cancer if you could swallow my style you'd probably rip your pants up if you could bottle my style and sell it to somebody it probably will smell like cologne made out of bits of panther they call me anchorman i hold down the ship leave you niggas floating in water then go and drown a fish fuck i'm fucking heinous i make you fucking famous them lead showers is coming fuck is you saying   eminem fuck it's fucking raining shit there's lightning bitch it's thundering cause i'm cussing up a storm if you wondering shit shit you couldn't muster up enough thought to take a dump during a brain fart chump if you want urine in your face all you had to do was say that you wish you would've just stayed pissed off in the first place we came to monopolize the game illuminati is here yeah human oddities at odds with us your squad's gotta be cause we started out cold in a snowball we froze soon as we rolled up on these hoes all's we know is y'all lowered the bar like limbo you know who you are so quit fucking the dog before we start calling you bizarre shit screw the pooch y'all done raped a pitbull fell in love with the shihtzu this missile's directed directly at you and this for these hoes who don't know me from a can of paint you must be huffing fuck a ball sack if the taints can't take you on a date you mistake me for a gentleman you 000 and late man and will i ain't i'm the bad guy type of guy that will drag five girls up on stage pour ice in their pants and the first one who pees gets a black eye   eminem must be outta your mind you think you fucking with us suck on these nuts bitch hang it up this game is over   joell ortiz puffin' loosies watching i love lucy with gary busey crazy how the fuck could you son me i'm shady will there ever come a day when they could slay me i don't know fifth month black and yellow insect maybe 'til then i kill the bad man trying to slay me everything you kick weak your spit kung fughesi all my homeboys 0 boys nickel i just picked up a phantom look how it rolls royce even if i wanted to quit i ain't got no choice verses keep coming i should invoice my own voice you should see the kind of asses that my pole hoist hoes be like diamonds in your chain man so moiss bang bang bang bang house gang chainsaw here to kill you pussies don't ask what we came for i write until my right arm veins sore forearm feel like thor's arm in a gang war you hear that yaowa you know who finna fall out definitively finish you my fist take out that eyeball piranha mentality with a jaws bite all night coming up never saw light but never lost sight  4 joe budden jets and movers cesspoolers meth abusers you step to us text rugers to respect the shooters my men think in sync roll with the best crew move to the beat of the same drum without lex luger welcome to nayhood big in the 'jects g cheated death multiple times without rigging the deck so i'm wellprepped if you just want war there will be blood everywhere you be laying on the louboutin floor it's raw you keeping acting like you don't know mouse nigga and you going to need the best doctors house nigga guard your jewels and avoid large tools cause after i spill you at the light you be in a car pool keep your distance from idiots cause the truth told they food for thought's rotten they gems are fool's gold need results from my actions mistakes i'll exonerate i'm martin king staring at a picture of obama's face talking funds niggas ain't never seen stock i don't need the key to the game i pick a mean lock   eminem must be outta your mind you think you fucking with us suck on these nuts bitch hang it up this game is over  5 crooked i take off you invited inside of the mind of a psychotic rhymer i'm kind of a dahmer i'm grinding up rappers are lining up jackers i'm climbing up ladders i buy enough clappers to retire you factors fire at drama you liars and actors i'm the genuine article but read me wrong get my gun and split you to particles the gold hand tell me when and i'm there not only heir to the throne but my chair is suspended in air stay fly like unlimited fare you got us pegged wrong my circle don't fit in with squares i smell shit and piss know where it's coming from you stepped on number two just to be number one now i'm a step on you bring it to your yard bogart for arts we go hard you frauds just blow hard like broads i coast guard the west i'm mozart i compose dark shit with no heart  6 yelawolf i got jim beam in the liver getting head like clean clippers with haters on my dick like a jeans zipper when i throw up 6's like i drink liquor you think you seen sick well bitch you ain't seen sicker than a cracker that will hop around in a hospital gown popping the trunk my pump will stay cocking the round i shit logs and i piss river brown cause i drink creek water and spit the river nile and that's as close as i get to a pyramid shit they think i'm illuminati so fucking ignorant sick with a grin here with this pen so innocent but when you win they say you a sin but in the end they jump on the bandwagon and dance to the band playing skinnyass pants sagging it's only yourself you playing call me a clown but you love what the clown's sanging i'm a freak shows at the county carnival then you paying bitch i'm on a trapeze with no legs in the dark yelling go shady driving slower than an old lady in an old '89 no piece if you pay me give me peace sign on my grill no mercedes i'm getting paid for these shows that i throw lately same shows a year ago would have broken most of you crazies they call me crazy cause i made it bitch you crazy cause you quit look at my clique lately you ain't fucking with budden you ain't got no choice with royce you don't want to see the crooked i well listen to ortiz voice that dirt road hit the 8 mile the point oh boys and if marshall want me to clap then homie i deploy game over   eminem  yelawolf yo i don't think they heard you tell 'em again game over
